,Description,description,tokens,cleaned_tokens
470,"Adversaries know that certain binaries will be regularly executed as part of normal processing. If these binaries are not protected with the appropriate file system permissions, it could be possible to replace them with malware. This malware might be executed at higher system permission levels. A variation of this pattern is to discover self-extracting installation packages that unpack binaries to directories with weak file permissions which it does not clean up appropriately. These binaries can be replaced by malware, which can then be executed.",adversaries know that certain binaries will be regularly executed as part of normal processing if these binaries are not protected with the appropriate file system permissions  it could be possible to replace them with malware this malware might be executed at higher system permission levels a variation of this pattern is to discover self extracting installation packages that unpack binaries to directories with weak file permissions which it does not clean up appropriately these binaries can be replaced by malware  which can then be executed ,"['adversaries', 'know', 'that', 'certain', 'binaries', 'will', 'be', 'regularly', 'executed', 'as', 'part', 'of', 'normal', 'processing', 'if', 'these', 'binaries', 'are', 'not', 'protected', 'with', 'the', 'appropriate', 'file', 'system', 'permissions', 'it', 'could', 'be', 'possible', 'to', 'replace', 'them', 'with', 'malware', 'this', 'malware', 'might', 'be', 'executed', 'at', 'higher', 'system', 'permission', 'levels', 'a', 'variation', 'of', 'this', 'pattern', 'is', 'to', 'discover', 'self', 'extracting', 'installation', 'packages', 'that', 'unpack', 'binaries', 'to', 'directories', 'with', 'weak', 'file', 'permissions', 'which', 'it', 'does', 'not', 'clean', 'up', 'appropriately', 'these', 'binaries', 'can', 'be', 'replaced', 'by', 'malware', 'which', 'can', 'then', 'be', 'executed']","['adversaries', 'know', 'certain', 'binaries', 'regularly', 'executed', 'part', 'normal', 'processing', 'binaries', 'protected', 'appropriate', 'file', 'system', 'permissions', 'could', 'possible', 'replace', 'malware', 'malware', 'might', 'executed', 'higher', 'system', 'permission', 'levels', 'variation', 'pattern', 'discover', 'self', 'extracting', 'installation', 'packages', 'unpack', 'binaries', 'directories', 'weak', 'file', 'permissions', 'clean', 'appropriately', 'binaries', 'replaced', 'malware', 'executed']"
471,"An adversary discovers connections between systems by exploiting the target system's standard practice of revealing them in searchable, common areas. Through the identification of shared folders/drives between systems, the adversary may further their goals of locating and collecting sensitive information/files, or map potential routes for lateral movement within the network.",an adversary discovers connections between systems by exploiting the target system s standard practice of revealing them in searchable  common areas through the identification of shared folders drives between systems  the adversary may further their goals of locating and collecting sensitive information files  or map potential routes for lateral movement within the network ,"['an', 'adversary', 'discovers', 'connections', 'between', 'systems', 'by', 'exploiting', 'the', 'target', 'system', 's', 'standard', 'practice', 'of', 'revealing', 'them', 'in', 'searchable', 'common', 'areas', 'through', 'the', 'identification', 'of', 'shared', 'folders', 'drives', 'between', 'systems', 'the', 'adversary', 'may', 'further', 'their', 'goals', 'of', 'locating', 'and', 'collecting', 'sensitive', 'information', 'files', 'or', 'map', 'potential', 'routes', 'for', 'lateral', 'movement', 'within', 'the', 'network']","['adversary', 'discovers', 'connections', 'systems', 'exploiting', 'target', 'system', 'standard', 'practice', 'revealing', 'searchable', 'common', 'areas', 'identification', 'shared', 'folders', 'drives', 'systems', 'adversary', 'may', 'goals', 'locating', 'collecting', 'sensitive', 'information', 'files', 'map', 'potential', 'routes', 'lateral', 'movement', 'within', 'network']"
472,An adversary obtains (i.e. steals or purchases) legitimate Windows domain credential hash values to access systems within the domain that leverage the Lan Man (LM) and/or NT Lan Man (NTLM) authentication protocols.,an adversary obtains  i e steals or purchases  legitimate windows domain credential hash values to access systems within the domain that leverage the lan man  lm  and or nt lan man  ntlm  authentication protocols ,"['an', 'adversary', 'obtains', 'i', 'e', 'steals', 'or', 'purchases', 'legitimate', 'windows', 'domain', 'credential', 'hash', 'values', 'to', 'access', 'systems', 'within', 'the', 'domain', 'that', 'leverage', 'the', 'lan', 'man', 'lm', 'and', 'or', 'nt', 'lan', 'man', 'ntlm', 'authentication', 'protocols']","['adversary', 'obtains', 'e', 'steals', 'purchases', 'legitimate', 'windows', 'domain', 'credential', 'hash', 'values', 'access', 'systems', 'within', 'domain', 'leverage', 'lan', 'man', 'lm', 'nt', 'lan', 'man', 'ntlm', 'authentication', 'protocols']"
473,"An adversary uses stolen Kerberos tickets to access systems/resources that leverage the Kerberos authentication protocol. The Kerberos authentication protocol centers around a ticketing system which is used to request/grant access to services and to then access the requested services. An adversary can obtain any one of these tickets (e.g. Service Ticket, Ticket Granting Ticket, Silver Ticket, or Golden Ticket) to authenticate to a system/resource without needing the account's credentials. Depending on the ticket obtained, the adversary may be able to access a particular resource or generate TGTs for any account within an Active Directory Domain.",an adversary uses stolen kerberos tickets to access systems resources that leverage the kerberos authentication protocol the kerberos authentication protocol centers around a ticketing system which is used to request grant access to services and to then access the requested services an adversary can obtain any one of these tickets  e g service ticket  ticket granting ticket  silver ticket  or golden ticket  to authenticate to a system resource without needing the account s credentials depending on the ticket obtained  the adversary may be able to access a particular resource or generate tgts for any account within an active directory domain ,"['an', 'adversary', 'uses', 'stolen', 'kerberos', 'tickets', 'to', 'access', 'systems', 'resources', 'that', 'leverage', 'the', 'kerberos', 'authentication', 'protocol', 'the', 'kerberos', 'authentication', 'protocol', 'centers', 'around', 'a', 'ticketing', 'system', 'which', 'is', 'used', 'to', 'request', 'grant', 'access', 'to', 'services', 'and', 'to', 'then', 'access', 'the', 'requested', 'services', 'an', 'adversary', 'can', 'obtain', 'any', 'one', 'of', 'these', 'tickets', 'e', 'g', 'service', 'ticket', 'ticket', 'granting', 'ticket', 'silver', 'ticket', 'or', 'golden', 'ticket', 'to', 'authenticate', 'to', 'a', 'system', 'resource', 'without', 'needing', 'the', 'account', 's', 'credentials', 'depending', 'on', 'the', 'ticket', 'obtained', 'the', 'adversary', 'may', 'be', 'able', 'to', 'access', 'a', 'particular', 'resource', 'or', 'generate', 'tgts', 'for', 'any', 'account', 'within', 'an', 'active', 'directory', 'domain']","['adversary', 'uses', 'stolen', 'kerberos', 'tickets', 'access', 'systems', 'resources', 'leverage', 'kerberos', 'authentication', 'protocol', 'kerberos', 'authentication', 'protocol', 'centers', 'around', 'ticketing', 'system', 'used', 'request', 'grant', 'access', 'services', 'access', 'requested', 'services', 'adversary', 'obtain', 'one', 'tickets', 'e', 'g', 'service', 'ticket', 'ticket', 'granting', 'ticket', 'silver', 'ticket', 'golden', 'ticket', 'authenticate', 'system', 'resource', 'without', 'needing', 'account', 'credentials', 'depending', 'ticket', 'obtained', 'adversary', 'may', 'able', 'access', 'particular', 'resource', 'generate', 'tgts', 'account', 'within', 'active', 'directory', 'domain']"
474,"Adversaries may attempt to obtain information about attached peripheral devices and components connected to a computer system. Examples may include discovering the presence of iOS devices by searching for backups, analyzing the Windows registry to determine what USB devices have been connected, or infecting a victim system with malware to report when a USB device has been connected. This may allow the adversary to gain additional insight about the system or network environment, which may be useful in constructing further attacks.",adversaries may attempt to obtain information about attached peripheral devices and components connected to a computer system examples may include discovering the presence of ios devices by searching for backups  analyzing the windows registry to determine what usb devices have been connected  or infecting a victim system with malware to report when a usb device has been connected this may allow the adversary to gain additional insight about the system or network environment  which may be useful in constructing further attacks ,"['adversaries', 'may', 'attempt', 'to', 'obtain', 'information', 'about', 'attached', 'peripheral', 'devices', 'and', 'components', 'connected', 'to', 'a', 'computer', 'system', 'examples', 'may', 'include', 'discovering', 'the', 'presence', 'of', 'ios', 'devices', 'by', 'searching', 'for', 'backups', 'analyzing', 'the', 'windows', 'registry', 'to', 'determine', 'what', 'usb', 'devices', 'have', 'been', 'connected', 'or', 'infecting', 'a', 'victim', 'system', 'with', 'malware', 'to', 'report', 'when', 'a', 'usb', 'device', 'has', 'been', 'connected', 'this', 'may', 'allow', 'the', 'adversary', 'to', 'gain', 'additional', 'insight', 'about', 'the', 'system', 'or', 'network', 'environment', 'which', 'may', 'be', 'useful', 'in', 'constructing', 'further', 'attacks']","['adversaries', 'may', 'attempt', 'obtain', 'information', 'attached', 'peripheral', 'devices', 'components', 'connected', 'computer', 'system', 'examples', 'may', 'include', 'discovering', 'presence', 'ios', 'devices', 'searching', 'backups', 'analyzing', 'windows', 'registry', 'determine', 'usb', 'devices', 'connected', 'infecting', 'victim', 'system', 'malware', 'report', 'usb', 'device', 'connected', 'may', 'allow', 'adversary', 'gain', 'additional', 'insight', 'system', 'network', 'environment', 'may', 'useful', 'constructing', 'attacks']"
475,"An adversary exploits a weakness in authorization to gather system-specific data and sensitive information within a registry (e.g., Windows Registry, Mac plist). These contain information about the system configuration, software, operating system, and security. The adversary can leverage information gathered in order to carry out further attacks.",an adversary exploits a weakness in authorization to gather system specific data and sensitive information within a registry  e g   windows registry  mac plist  these contain information about the system configuration  software  operating system  and security the adversary can leverage information gathered in order to carry out further attacks ,"['an', 'adversary', 'exploits', 'a', 'weakness', 'in', 'authorization', 'to', 'gather', 'system', 'specific', 'data', 'and', 'sensitive', 'information', 'within', 'a', 'registry', 'e', 'g', 'windows', 'registry', 'mac', 'plist', 'these', 'contain', 'information', 'about', 'the', 'system', 'configuration', 'software', 'operating', 'system', 'and', 'security', 'the', 'adversary', 'can', 'leverage', 'information', 'gathered', 'in', 'order', 'to', 'carry', 'out', 'further', 'attacks']","['adversary', 'exploits', 'weakness', 'authorization', 'gather', 'system', 'specific', 'data', 'sensitive', 'information', 'within', 'registry', 'e', 'g', 'windows', 'registry', 'mac', 'plist', 'contain', 'information', 'system', 'configuration', 'software', 'operating', 'system', 'security', 'adversary', 'leverage', 'information', 'gathered', 'order', 'carry', 'attacks']"
476,"An adversary gathers sensitive information by exploiting the system's screen capture functionality. Through screenshots, the adversary aims to see what happens on the screen over the course of an operation. The adversary can leverage information gathered in order to carry out further attacks.",an adversary gathers sensitive information by exploiting the system s screen capture functionality through screenshots  the adversary aims to see what happens on the screen over the course of an operation the adversary can leverage information gathered in order to carry out further attacks ,"['an', 'adversary', 'gathers', 'sensitive', 'information', 'by', 'exploiting', 'the', 'system', 's', 'screen', 'capture', 'functionality', 'through', 'screenshots', 'the', 'adversary', 'aims', 'to', 'see', 'what', 'happens', 'on', 'the', 'screen', 'over', 'the', 'course', 'of', 'an', 'operation', 'the', 'adversary', 'can', 'leverage', 'information', 'gathered', 'in', 'order', 'to', 'carry', 'out', 'further', 'attacks']","['adversary', 'gathers', 'sensitive', 'information', 'exploiting', 'system', 'screen', 'capture', 'functionality', 'screenshots', 'adversary', 'aims', 'see', 'happens', 'screen', 'course', 'operation', 'adversary', 'leverage', 'information', 'gathered', 'order', 'carry', 'attacks']"
477,"An adversary adds a space character to the end of a file extension and takes advantage of an application that does not properly neutralize trailing special elements in file names. This extra space, which can be difficult for a user to notice, affects which default application is used to operate on the file and can be leveraged by the adversary to control execution.",an adversary adds a space character to the end of a file extension and takes advantage of an application that does not properly neutralize trailing special elements in file names this extra space  which can be difficult for a user to notice  affects which default application is used to operate on the file and can be leveraged by the adversary to control execution ,"['an', 'adversary', 'adds', 'a', 'space', 'character', 'to', 'the', 'end', 'of', 'a', 'file', 'extension', 'and', 'takes', 'advantage', 'of', 'an', 'application', 'that', 'does', 'not', 'properly', 'neutralize', 'trailing', 'special', 'elements', 'in', 'file', 'names', 'this', 'extra', 'space', 'which', 'can', 'be', 'difficult', 'for', 'a', 'user', 'to', 'notice', 'affects', 'which', 'default', 'application', 'is', 'used', 'to', 'operate', 'on', 'the', 'file', 'and', 'can', 'be', 'leveraged', 'by', 'the', 'adversary', 'to', 'control', 'execution']","['adversary', 'adds', 'space', 'character', 'end', 'file', 'extension', 'takes', 'advantage', 'application', 'properly', 'neutralize', 'trailing', 'special', 'elements', 'file', 'names', 'extra', 'space', 'difficult', 'user', 'notice', 'affects', 'default', 'application', 'used', 'operate', 'file', 'leveraged', 'adversary', 'control', 'execution']"
478,"An adversary passively sniffs network communications and captures application code bound for an authorized client. Once obtained, they can use it as-is, or through reverse-engineering glean sensitive information or exploit the trust relationship between the client and server. Such code may belong to a dynamic update to the client, a patch being applied to a client component or any such interaction where the client is authorized to communicate with the server.",an adversary passively sniffs network communications and captures application code bound for an authorized client once obtained  they can use it as is  or through reverse engineering glean sensitive information or exploit the trust relationship between the client and server such code may belong to a dynamic update to the client  a patch being applied to a client component or any such interaction where the client is authorized to communicate with the server ,"['an', 'adversary', 'passively', 'sniffs', 'network', 'communications', 'and', 'captures', 'application', 'code', 'bound', 'for', 'an', 'authorized', 'client', 'once', 'obtained', 'they', 'can', 'use', 'it', 'as', 'is', 'or', 'through', 'reverse', 'engineering', 'glean', 'sensitive', 'information', 'or', 'exploit', 'the', 'trust', 'relationship', 'between', 'the', 'client', 'and', 'server', 'such', 'code', 'may', 'belong', 'to', 'a', 'dynamic', 'update', 'to', 'the', 'client', 'a', 'patch', 'being', 'applied', 'to', 'a', 'client', 'component', 'or', 'any', 'such', 'interaction', 'where', 'the', 'client', 'is', 'authorized', 'to', 'communicate', 'with', 'the', 'server']","['adversary', 'passively', 'sniffs', 'network', 'communications', 'captures', 'application', 'code', 'bound', 'authorized', 'client', 'obtained', 'use', 'reverse', 'engineering', 'glean', 'sensitive', 'information', 'exploit', 'trust', 'relationship', 'client', 'server', 'code', 'may', 'belong', 'dynamic', 'update', 'client', 'patch', 'applied', 'client', 'component', 'interaction', 'client', 'authorized', 'communicate', 'server']"
479,"By exploiting insufficient permissions, it is possible to upload a web shell to a web server in such a way that it can be executed remotely. This shell can have various capabilities, thereby acting as a gateway to the underlying web server. The shell might execute at the higher permission level of the web server, providing the ability the execute malicious code at elevated levels.",by exploiting insufficient permissions  it is possible to upload a web shell to a web server in such a way that it can be executed remotely this shell can have various capabilities  thereby acting as a gateway to the underlying web server the shell might execute at the higher permission level of the web server  providing the ability the execute malicious code at elevated levels ,"['by', 'exploiting', 'insufficient', 'permissions', 'it', 'is', 'possible', 'to', 'upload', 'a', 'web', 'shell', 'to', 'a', 'web', 'server', 'in', 'such', 'a', 'way', 'that', 'it', 'can', 'be', 'executed', 'remotely', 'this', 'shell', 'can', 'have', 'various', 'capabilities', 'thereby', 'acting', 'as', 'a', 'gateway', 'to', 'the', 'underlying', 'web', 'server', 'the', 'shell', 'might', 'execute', 'at', 'the', 'higher', 'permission', 'level', 'of', 'the', 'web', 'server', 'providing', 'the', 'ability', 'the', 'execute', 'malicious', 'code', 'at', 'elevated', 'levels']","['exploiting', 'insufficient', 'permissions', 'possible', 'upload', 'web', 'shell', 'web', 'server', 'way', 'executed', 'remotely', 'shell', 'various', 'capabilities', 'thereby', 'acting', 'gateway', 'underlying', 'web', 'server', 'shell', 'might', 'execute', 'higher', 'permission', 'level', 'web', 'server', 'providing', 'ability', 'execute', 'malicious', 'code', 'elevated', 'levels']"
480,"An adversary intercepts a form of communication (e.g. text, audio, video) by way of software (e.g., microphone and audio recording application), hardware (e.g., recording equipment), or physical means (e.g., physical proximity). The goal of eavesdropping is typically to gain unauthorized access to sensitive information about the target for financial, personal, political, or other gains. Eavesdropping is different from a sniffing attack as it does not take place on a network-based communication channel (e.g., IP traffic). Instead, it entails listening in on the raw audio source of a conversation between two or more parties.",an adversary intercepts a form of communication  e g text  audio  video  by way of software  e g   microphone and audio recording application   hardware  e g   recording equipment   or physical means  e g   physical proximity  the goal of eavesdropping is typically to gain unauthorized access to sensitive information about the target for financial  personal  political  or other gains eavesdropping is different from a sniffing attack as it does not take place on a network based communication channel  e g   ip traffic  instead  it entails listening in on the raw audio source of a conversation between two or more parties ,"['an', 'adversary', 'intercepts', 'a', 'form', 'of', 'communication', 'e', 'g', 'text', 'audio', 'video', 'by', 'way', 'of', 'software', 'e', 'g', 'microphone', 'and', 'audio', 'recording', 'application', 'hardware', 'e', 'g', 'recording', 'equipment', 'or', 'physical', 'means', 'e', 'g', 'physical', 'proximity', 'the', 'goal', 'of', 'eavesdropping', 'is', 'typically', 'to', 'gain', 'unauthorized', 'access', 'to', 'sensitive', 'information', 'about', 'the', 'target', 'for', 'financial', 'personal', 'political', 'or', 'other', 'gains', 'eavesdropping', 'is', 'different', 'from', 'a', 'sniffing', 'attack', 'as', 'it', 'does', 'not', 'take', 'place', 'on', 'a', 'network', 'based', 'communication', 'channel', 'e', 'g', 'ip', 'traffic', 'instead', 'it', 'entails', 'listening', 'in', 'on', 'the', 'raw', 'audio', 'source', 'of', 'a', 'conversation', 'between', 'two', 'or', 'more', 'parties']","['adversary', 'intercepts', 'form', 'communication', 'e', 'g', 'text', 'audio', 'video', 'way', 'software', 'e', 'g', 'microphone', 'audio', 'recording', 'application', 'hardware', 'e', 'g', 'recording', 'equipment', 'physical', 'means', 'e', 'g', 'physical', 'proximity', 'goal', 'eavesdropping', 'typically', 'gain', 'unauthorized', 'access', 'sensitive', 'information', 'target', 'financial', 'personal', 'political', 'gains', 'eavesdropping', 'different', 'sniffing', 'attack', 'take', 'place', 'network', 'based', 'communication', 'channel', 'e', 'g', 'ip', 'traffic', 'instead', 'entails', 'listening', 'raw', 'audio', 'source', 'conversation', 'two', 'parties']"
481,"An adversary obtains (i.e. steals or purchases) legitimate Kerberos credentials (e.g. Kerberos service account userID/password or Kerberos Tickets) with the goal of achieving authenticated access to additional systems, applications, or services within the domain.",an adversary obtains  i e steals or purchases  legitimate kerberos credentials  e g kerberos service account userid password or kerberos tickets  with the goal of achieving authenticated access to additional systems  applications  or services within the domain ,"['an', 'adversary', 'obtains', 'i', 'e', 'steals', 'or', 'purchases', 'legitimate', 'kerberos', 'credentials', 'e', 'g', 'kerberos', 'service', 'account', 'userid', 'password', 'or', 'kerberos', 'tickets', 'with', 'the', 'goal', 'of', 'achieving', 'authenticated', 'access', 'to', 'additional', 'systems', 'applications', 'or', 'services', 'within', 'the', 'domain']","['adversary', 'obtains', 'e', 'steals', 'purchases', 'legitimate', 'kerberos', 'credentials', 'e', 'g', 'kerberos', 'service', 'account', 'userid', 'password', 'kerberos', 'tickets', 'goal', 'achieving', 'authenticated', 'access', 'additional', 'systems', 'applications', 'services', 'within', 'domain']"
482,"An adversary guesses or obtains (i.e. steals or purchases) legitimate operating system credentials (e.g. userID/password) to achieve authentication and to perform authorized actions on the system, under the guise of an authenticated user or service. This applies to any Operating System.",an adversary guesses or obtains  i e steals or purchases  legitimate operating system credentials  e g userid password  to achieve authentication and to perform authorized actions on the system  under the guise of an authenticated user or service this applies to any operating system ,"['an', 'adversary', 'guesses', 'or', 'obtains', 'i', 'e', 'steals', 'or', 'purchases', 'legitimate', 'operating', 'system', 'credentials', 'e', 'g', 'userid', 'password', 'to', 'achieve', 'authentication', 'and', 'to', 'perform', 'authorized', 'actions', 'on', 'the', 'system', 'under', 'the', 'guise', 'of', 'an', 'authenticated', 'user', 'or', 'service', 'this', 'applies', 'to', 'any', 'operating', 'system']","['adversary', 'guesses', 'obtains', 'e', 'steals', 'purchases', 'legitimate', 'operating', 'system', 'credentials', 'e', 'g', 'userid', 'password', 'achieve', 'authentication', 'perform', 'authorized', 'actions', 'system', 'guise', 'authenticated', 'user', 'service', 'applies', 'operating', 'system']"
483,"An adversary, through a previously installed malicious application, impersonates a credential prompt in an attempt to steal a user's credentials.",an adversary  through a previously installed malicious application  impersonates a credential prompt in an attempt to steal a user s credentials ,"['an', 'adversary', 'through', 'a', 'previously', 'installed', 'malicious', 'application', 'impersonates', 'a', 'credential', 'prompt', 'in', 'an', 'attempt', 'to', 'steal', 'a', 'user', 's', 'credentials']","['adversary', 'previously', 'installed', 'malicious', 'application', 'impersonates', 'credential', 'prompt', 'attempt', 'steal', 'user', 'credentials']"
484,"An adversary adds data to a file to increase the file size beyond what security tools are capable of handling in an attempt to mask their actions. In addition to this, adding data to a file also changes the file's hash, frustrating security tools that look for known bad files by their hash.",an adversary adds data to a file to increase the file size beyond what security tools are capable of handling in an attempt to mask their actions in addition to this  adding data to a file also changes the file s hash  frustrating security tools that look for known bad files by their hash ,"['an', 'adversary', 'adds', 'data', 'to', 'a', 'file', 'to', 'increase', 'the', 'file', 'size', 'beyond', 'what', 'security', 'tools', 'are', 'capable', 'of', 'handling', 'in', 'an', 'attempt', 'to', 'mask', 'their', 'actions', 'in', 'addition', 'to', 'this', 'adding', 'data', 'to', 'a', 'file', 'also', 'changes', 'the', 'file', 's', 'hash', 'frustrating', 'security', 'tools', 'that', 'look', 'for', 'known', 'bad', 'files', 'by', 'their', 'hash']","['adversary', 'adds', 'data', 'file', 'increase', 'file', 'size', 'beyond', 'security', 'tools', 'capable', 'handling', 'attempt', 'mask', 'actions', 'addition', 'adding', 'data', 'file', 'also', 'changes', 'file', 'hash', 'frustrating', 'security', 'tools', 'look', 'known', 'bad', 'files', 'hash']"
485,"An adversary targets users with a phishing attack for the purpose of soliciting account passwords or sensitive information from the user. Voice Phishing is a variation of the Phishing social engineering technique where the attack is initiated via a voice call, rather than email. The user is enticed to provide sensitive information by the adversary, who masquerades as a legitimate employee of the alleged organization. Voice Phishing attacks deviate from standard Phishing attacks, in that a user doesn't typically interact with a compromised website to provide sensitive information and instead provides this information verbally. Voice Phishing attacks can also be initiated by either the adversary in the form of a cold call or by the victim if calling an illegitimate telephone number.",an adversary targets users with a phishing attack for the purpose of soliciting account passwords or sensitive information from the user voice phishing is a variation of the phishing social engineering technique where the attack is initiated via a voice call  rather than email the user is enticed to provide sensitive information by the adversary  who masquerades as a legitimate employee of the alleged organization voice phishing attacks deviate from standard phishing attacks  in that a user doesn t typically interact with a compromised website to provide sensitive information and instead provides this information verbally voice phishing attacks can also be initiated by either the adversary in the form of a cold call or by the victim if calling an illegitimate telephone number ,"['an', 'adversary', 'targets', 'users', 'with', 'a', 'phishing', 'attack', 'for', 'the', 'purpose', 'of', 'soliciting', 'account', 'passwords', 'or', 'sensitive', 'information', 'from', 'the', 'user', 'voice', 'phishing', 'is', 'a', 'variation', 'of', 'the', 'phishing', 'social', 'engineering', 'technique', 'where', 'the', 'attack', 'is', 'initiated', 'via', 'a', 'voice', 'call', 'rather', 'than', 'email', 'the', 'user', 'is', 'enticed', 'to', 'provide', 'sensitive', 'information', 'by', 'the', 'adversary', 'who', 'masquerades', 'as', 'a', 'legitimate', 'employee', 'of', 'the', 'alleged', 'organization', 'voice', 'phishing', 'attacks', 'deviate', 'from', 'standard', 'phishing', 'attacks', 'in', 'that', 'a', 'user', 'doesn', 't', 'typically', 'interact', 'with', 'a', 'compromised', 'website', 'to', 'provide', 'sensitive', 'information', 'and', 'instead', 'provides', 'this', 'information', 'verbally', 'voice', 'phishing', 'attacks', 'can', 'also', 'be', 'initiated', 'by', 'either', 'the', 'adversary', 'in', 'the', 'form', 'of', 'a', 'cold', 'call', 'or', 'by', 'the', 'victim', 'if', 'calling', 'an', 'illegitimate', 'telephone', 'number']","['adversary', 'targets', 'users', 'phishing', 'attack', 'purpose', 'soliciting', 'account', 'passwords', 'sensitive', 'information', 'user', 'voice', 'phishing', 'variation', 'phishing', 'social', 'engineering', 'technique', 'attack', 'initiated', 'via', 'voice', 'call', 'rather', 'email', 'user', 'enticed', 'provide', 'sensitive', 'information', 'adversary', 'masquerades', 'legitimate', 'employee', 'alleged', 'organization', 'voice', 'phishing', 'attacks', 'deviate', 'standard', 'phishing', 'attacks', 'user', 'typically', 'interact', 'compromised', 'website', 'provide', 'sensitive', 'information', 'instead', 'provides', 'information', 'verbally', 'voice', 'phishing', 'attacks', 'also', 'initiated', 'either', 'adversary', 'form', 'cold', 'call', 'victim', 'calling', 'illegitimate', 'telephone', 'number']"
486,"An attackers uses identify or content spoofing to trick a client into performing an automated software update from a malicious source. A malicious automated software update that leverages spoofing can include content or identity spoofing as well as protocol spoofing. Content or identity spoofing attacks can trigger updates in software by embedding scripted mechanisms within a malicious web page, which masquerades as a legitimate update source. Scripting mechanisms communicate with software components and trigger updates from locations specified by the attackers' server. The result is the client believing there is a legitimate software update available but instead downloading a malicious update from the attacker.",an attackers uses identify or content spoofing to trick a client into performing an automated software update from a malicious source a malicious automated software update that leverages spoofing can include content or identity spoofing as well as protocol spoofing content or identity spoofing attacks can trigger updates in software by embedding scripted mechanisms within a malicious web page  which masquerades as a legitimate update source scripting mechanisms communicate with software components and trigger updates from locations specified by the attackers  server the result is the client believing there is a legitimate software update available but instead downloading a malicious update from the attacker ,"['an', 'attackers', 'uses', 'identify', 'or', 'content', 'spoofing', 'to', 'trick', 'a', 'client', 'into', 'performing', 'an', 'automated', 'software', 'update', 'from', 'a', 'malicious', 'source', 'a', 'malicious', 'automated', 'software', 'update', 'that', 'leverages', 'spoofing', 'can', 'include', 'content', 'or', 'identity', 'spoofing', 'as', 'well', 'as', 'protocol', 'spoofing', 'content', 'or', 'identity', 'spoofing', 'attacks', 'can', 'trigger', 'updates', 'in', 'software', 'by', 'embedding', 'scripted', 'mechanisms', 'within', 'a', 'malicious', 'web', 'page', 'which', 'masquerades', 'as', 'a', 'legitimate', 'update', 'source', 'scripting', 'mechanisms', 'communicate', 'with', 'software', 'components', 'and', 'trigger', 'updates', 'from', 'locations', 'specified', 'by', 'the', 'attackers', 'server', 'the', 'result', 'is', 'the', 'client', 'believing', 'there', 'is', 'a', 'legitimate', 'software', 'update', 'available', 'but', 'instead', 'downloading', 'a', 'malicious', 'update', 'from', 'the', 'attacker']","['attackers', 'uses', 'identify', 'content', 'spoofing', 'trick', 'client', 'performing', 'automated', 'software', 'update', 'malicious', 'source', 'malicious', 'automated', 'software', 'update', 'leverages', 'spoofing', 'include', 'content', 'identity', 'spoofing', 'well', 'protocol', 'spoofing', 'content', 'identity', 'spoofing', 'attacks', 'trigger', 'updates', 'software', 'embedding', 'scripted', 'mechanisms', 'within', 'malicious', 'web', 'page', 'masquerades', 'legitimate', 'update', 'source', 'scripting', 'mechanisms', 'communicate', 'software', 'components', 'trigger', 'updates', 'locations', 'specified', 'attackers', 'server', 'result', 'client', 'believing', 'legitimate', 'software', 'update', 'available', 'instead', 'downloading', 'malicious', 'update', 'attacker']"
487,"This attack exploits target software that constructs SQL statements based on user input. An attacker crafts input strings so that when the target software constructs SQL statements based on the input, the resulting SQL statement performs actions other than those the application intended. SQL Injection results from failure of the application to appropriately validate input.",this attack exploits target software that constructs sql statements based on user input an attacker crafts input strings so that when the target software constructs sql statements based on the input  the resulting sql statement performs actions other than those the application intended sql injection results from failure of the application to appropriately validate input ,"['this', 'attack', 'exploits', 'target', 'software', 'that', 'constructs', 'sql', 'statements', 'based', 'on', 'user', 'input', 'an', 'attacker', 'crafts', 'input', 'strings', 'so', 'that', 'when', 'the', 'target', 'software', 'constructs', 'sql', 'statements', 'based', 'on', 'the', 'input', 'the', 'resulting', 'sql', 'statement', 'performs', 'actions', 'other', 'than', 'those', 'the', 'application', 'intended', 'sql', 'injection', 'results', 'from', 'failure', 'of', 'the', 'application', 'to', 'appropriately', 'validate', 'input']","['attack', 'exploits', 'target', 'software', 'constructs', 'sql', 'statements', 'based', 'user', 'input', 'attacker', 'crafts', 'input', 'strings', 'target', 'software', 'constructs', 'sql', 'statements', 'based', 'input', 'resulting', 'sql', 'statement', 'performs', 'actions', 'application', 'intended', 'sql', 'injection', 'results', 'failure', 'application', 'appropriately', 'validate', 'input']"
